Grade,Subject,Topic,Description,Resource 1,Resource 2,Resource 3
Grade 10,Math,"Arithmetic sequences: Definition, common difference ($d$), and the $n\text{th}$ term formula ($a_n = a_1 + (n - 1)d$)",,,,
Grade 10,Math,Arithmetic means: Inserting terms between two given terms of an arithmetic sequence,,,,
Grade 10,Math,Arithmetic series: Deriving and applying the formula for the sum of the first $n$ terms of an arithmetic sequence ($S_n = \frac{n}{2}[2a_1 + (n - 1)d]$),,,,
Grade 10,Math,"Geometric sequences: Definition, common ratio ($r$), and the $n\text{th}$ term formula ($a_n = a_1 r^{n-1}$)",,,,
Grade 10,Math,Geometric means: Inserting geometric means between given numbers,,,,
Grade 10,Math,"Finite geometric series: Formula for the sum of the first $n$ terms ($S_n = \frac{a_1(1 - r^n)}{1 - r}, r \neq 1$)",,,,
Grade 10,Math,Infinite geometric series: Condition for convergence ($\vert{}r\vert{} < 1$) and sum formula ($S_\infty = \frac{a_1}{1 - r}$),,,,
Grade 10,Math,Harmonic sequences and Fibonacci sequence,,,,
Grade 10,Math,"Solving real-world routine and non-routine problems involving arithmetic, geometric, and other sequences",,,,
Grade 10,Math,Division of polynomials: Long division algorithm,,,,
Grade 10,Math,Division of polynomials: Synthetic division method,,,,
Grade 10,Math,Remainder Theorem: Evaluating polynomial functions and finding remainders,,,,
Grade 10,Math,Factor Theorem: Determining whether a binomial ($x - c$) is a factor of a polynomial $P(x)$,,,,
Grade 10,Math,Rational Root Theorem: Finding all possible rational roots of polynomial equations ($\pm \frac{p}{q}$),,,,
Grade 10,Math,Factoring higher-degree polynomials completely,,,,
Grade 10,Math,Solving polynomial equations of degree higher than 2,,,,
Grade 10,Math,"Solving real-life problems involving polynomial equations (volume, revenue, dimension models)",,,,
Grade 10,Math,"Polynomial functions: Standard form ($P(x) = a_n x^n + a_{n-1} x^{n-1} + \dots + a_1 x + a_0$), degree, leading coefficient, and constant term",,,,
Grade 10,Math,Graphing polynomial functions: Intercepts ($x$-intercepts/roots and $y$-intercept),,,,
Grade 10,Math,Multiplicity of roots: Behavior of the graph at the $x$-axis (crosses vs. touches and turns),,,,
Grade 10,Math,The Leading Coefficient Test / End-behavior of the graph of polynomial functions,,,,
Grade 10,Math,Turning points of polynomial graphs (at most $n - 1$ local extrema),,,,
Grade 10,Math,Sketching the graph and interpreting real-world models of polynomial functions,,,,
Grade 10,Math,"Circles: Chords, arcs (minor arc, major arc, semicircle), central angles, and inscribed angles",,,,
Grade 10,Math,"Theorems on central angles, arcs, and corresponding chords",,,,
Grade 10,Math,Theorems on inscribed angles and their intercepted arcs (Inscribed Angle Theorem and corollaries),,,,
Grade 10,Math,"Angles formed by tangents and secants intersecting inside, on, and outside the circle",,,,
Grade 10,Math,"Theorems on tangents, secants, and segments: Two-secant power theorem",,,,
Grade 10,Math,"Theorems on tangents, secants, and segments: Secant-tangent power theorem ($t^2 = a \cdot b$)",,,,
Grade 10,Math,Theorems on intersecting chords (Chord-chord power theorem: $a \cdot b = c \cdot d$),,,,
Grade 10,Math,Geometric proofs involving circle theorems and angle-arc relationships,,,,
Grade 10,Math,Distance formula between two points on the coordinate plane ($d = \sqrt{(x_2 - x_1)^2 + (y_2 - y_1)^2}$),,,,
Grade 10,Math,"Midpoint formula for line segments ($(x_m, y_m) = (\frac{x_1 + x_2}{2}, \frac{y_1 + y_2}{2})$)",,,,
Grade 10,Math,"Coordinate proofs: Proving geometric theorems about triangles, quadrilaterals, and circles using coordinate geometry",,,,
Grade 10,Math,Standard form of the equation of a circle centered at the origin: $x^2 + y^2 = r^2$,,,,
Grade 10,Math,"Standard form of the equation of a circle with center at $(h, k)$: $(x - h)^2 + (y - k)^2 = r^2$",,,,
Grade 10,Math,General form of the equation of a circle: $x^2 + y^2 + Dx + Ey + F = 0$,,,,
Grade 10,Math,"Transforming the equation of a circle from general form to standard form by completing the square, and vice versa",,,,
Grade 10,Math,Graphing circles on the coordinate plane,,,,
Grade 10,Math,Solving word problems involving equations of circles and geometric locus,,,,
Grade 10,Math,Permutations: The Fundamental Counting Principle and factorial notation ($n!$),,,,
Grade 10,Math,"Linear permutations of $n$ distinct objects taken $r$ at a time ($P(n, r) = \frac{n!}{(n - r)!}$)",,,,
Grade 10,Math,Permutations of $n$ objects with identical/repeated elements (distinguishable permutations: $P = \frac{n!}{p!q!r!\dots}$),,,,
Grade 10,Math,Circular permutations of $n$ objects ($(n - 1)!$),,,,
Grade 10,Math,Combinations: Definition and distinction from permutations (order matters vs. order does not matter),,,,
Grade 10,Math,"Combinations of $n$ distinct objects taken $r$ at a time ($C(n, r) = \frac{n!}{r!(n - r)!}$)",,,,
Grade 10,Math,Solving multi-step real-world problems involving permutations and combinations,,,,
Grade 10,Math,Probability of compound events: Union and intersection of events ($P(A \cup B)$ and $P(A \cap B)$),,,,
Grade 10,Math,Mutually exclusive vs. non-mutually exclusive events ($P(A \cup B) = P(A) + P(B) - P(A \cap B)$),,,,
Grade 10,Math,Independent and dependent events: Conditional probability ($P(A\vert{}B) = \frac{P(A \cap B)}{P(B)}$),,,,
Grade 10,Math,Solving complex real-life problems involving probability of compound events,,,,
Grade 10,Math,"Measures of position for ungrouped data: Quartiles ($Q_1, Q_2, Q_3$), Deciles ($D_1 \dots D_9$), and Percentiles ($P_1 \dots P_{99}$)",,,,
Grade 10,Math,Formulas and calculation methods for finding quantiles in ungrouped data (Mendenhall and Reinmuth method / Linear interpolation),,,,
Grade 10,Math,"Measures of position for grouped data: Calculating quartiles, deciles, and percentiles using cumulative frequency distributions",,,,
Grade 10,Math,Percentile ranks: Calculating and interpreting percentile rank of a score in grouped and ungrouped data,,,,
Grade 10,Math,Interquartile Range (IQR) and identifying statistical outliers ($Q_1 - 1.5 \times \text{IQR}$ and $Q_3 + 1.5 \times \text{IQR}$),,,,
Grade 10,Math,"Constructing and interpreting Box-and-Whisker plots (five-number summary: minimum, $Q_1$, median, $Q_3$, maximum)",,,,
Grade 10,Math,Solving real-world research problems and drawing critical interpretations from measures of position,,,,
Grade 10,English,"Greek and Roman Mythology: Creation myths, the Olympian pantheon, hero archetypes, and legendary quests (e.g., Daedalus and Icarus, Orpheus and Eurydice, Perseus and Medusa)",,,,
Grade 10,English,"Norse Mythology and Germanic Folklore: Yggdrasil, Ragnarok, Norse gods (Odin, Thor, Loki), and the fatalistic heroic code",,,,
Grade 10,English,"World Epics and Masterpieces: The Iliad and The Odyssey by Homer, The Aeneid by Virgil, and Dante Alighieri’s The Divine Comedy (Inferno)",,,,
Grade 10,English,"Continental European Literature: Victor Hugo (Les Misérables), Guy de Maupassant (The Necklace), and Leo Tolstoy (God Sees the Truth, But Waits)",,,,
Grade 10,English,"Modernist and Existential World Literature: Franz Kafka (The Metamorphosis), Albert Camus, and Kahlil Gibran (The Prophet)",,,,
Grade 10,English,"Latin American and African World Masterpieces: Gabriel García Márquez, Pablo Neruda, and contemporary global voices addressing human dignity and social justice",,,,
Grade 10,English,"Advanced contextual analysis: Structural clues, morphology (etymology, affixes, roots), and syntactic position to deduce archaic and complex academic vocabulary",,,,
Grade 10,English,"Denotation, Connotation, and Nuance: Analyzing semantic shifts, euphemisms, loaded words, and political doublespeak",,,,
Grade 10,English,"Domain-specific, technical, and academic vocabulary in world literature and research discourse",,,,
Grade 10,English,Comprehensive review of grammatical structures and syntactic functions in complex discourse,,,,
Grade 10,English,"Advanced Subject-Verb Agreement: Inverted syntax, subjunctive structures, expressions of portion, compound antecedents, and parenthetical interruptions",,,,
Grade 10,English,"Verbals in rhetoric: Gerunds, participles, and infinitives used to improve stylistic variety and conciseness",,,,
Grade 10,English,"Active voice vs. Passive voice: Rhetorical impact, deliberate omission of agency, and appropriate usage across academic and literary writing",,,,
Grade 10,English,"Direct and indirect / reported speech: Syntactic transformations in reporting dialogues, interviews, and literary quotations",,,,
Grade 10,English,"Conditionals and Subjunctive Mood: Zero, first, second, third, and mixed conditionals; subjunctive constructions expressing wishes, hypothetical situations, and formal demands",,,,
Grade 10,English,"Modal verbs and semi-modals: Nuanced expression of certainty, probability, necessity, obligation, permission, and prohibition in persuasive discourse",,,,
Grade 10,English,"Conjunctive adverbs, transitional phrases, and cohesive devices for complex multi-paragraph argumentation",,,,
Grade 10,English,"Parallelism: Balancing coordinate clauses, series, correlative structures, and antithetical rhetorical statements",,,,
Grade 10,English,"Sentence manipulation: Subordination, coordination, appositive integration, and reduction of dependent clauses to phrases",,,,
Grade 10,English,"Punctuation for advanced syntax: Semicolons, colons, em-dashes, ellipses, parenthetical brackets, and integrated quotation mechanics",,,,
Grade 10,English,"Close reading strategies: Analytical reading, evaluative reading, comparative synthesis, and deconstructive reading",,,,
Grade 10,English,"Analyzing narrative structures: Nonlinear timelines, dual narratives, framing devices, and stream of consciousness",,,,
Grade 10,English,"Character analysis: Archetypes, dynamic transformations, tragic flaws (hamartia), psychological motivations, and internal moral dilemmas",,,,
Grade 10,English,"Setting as a literary catalyst: Microcosm, historical backdrop, and atmospheric projection of theme",,,,
Grade 10,English,Thematic synthesis: Formulating overarching universal themes across diverse world cultures and historical periods,,,,
Grade 10,English,"Point of view and focalization: Unreliable narrators, multiple perspectives, and shifting narrative distance",,,,
Grade 10,English,"Figurative devices and rhetorical figures: Advanced metaphor, allegory, motif, conceit, metonymy, synecdoche, apostrophe, paradox, oxymoron, and irony (verbal, situational, dramatic)",,,,
Grade 10,English,"Structural elements of world poetry: Classical forms (epic meter, sonnets, odes, elegies), free verse, prosody, and structural symbolism",,,,
Grade 10,English,"Dramatic analysis: Classical Greek tragedy structure (prologue, parodos, episodia, stasima, exodos, catharsis), modern drama, and dramatic monologues",,,,
Grade 10,English,"Evaluating textual evidence: Distinguishing between facts, opinions, substantiated assertions, generalizations, and assumptions",,,,
Grade 10,English,"Author's craft, purpose, and perspective: Tone, mood, voice, aesthetic intent, and ideological perspective",,,,
Grade 10,English,"Identifying and deconstructing bias, prejudice, propaganda devices, and hidden agendas in mass media and literary texts",,,,
Grade 10,English,"Identifying logical fallacies: Slippery slope, ad hominem, straw man, red herring, begging the question, false dichotomy, post hoc ergo propter hoc, and appeal to authority",,,,
Grade 10,English,"Informational and expository text structures: Cause and effect, problem-solution, comparison-contrast, process analysis, and chronological-developmental models",,,,
Grade 10,English,"Non-linear texts and multimodality: Interpreting data visualizations, infometrics, conceptual frameworks, and interactive digital interfaces",,,,
Grade 10,English,"Critical reading approaches / Literary lenses: Formalist / Structuralist criticism (intrinsic elements, mechanics, and text unity)",,,,
Grade 10,English,Critical reading approaches: Historical-Biographical criticism (context of the era and author's life),,,,
Grade 10,English,"Critical reading approaches: Moralist / Humanist criticism (ethical values, human condition, and character virtues)",,,,
Grade 10,English,"Critical reading approaches: Marxist criticism (social class struggles, economic power structures, and systemic inequality)",,,,
Grade 10,English,"Critical reading approaches: Feminist / Gender criticism (gender roles, patriarchal norms, and representation of women)",,,,
Grade 10,English,"Critical reading approaches: Reader-Response criticism (individual interpretation, cognitive response, and text interaction)",,,,
Grade 10,English,"Oral communication: Advanced suprasegmental features (juncture, intonation, pitch variation, stress, rhythmic cadence) in expressive delivery",,,,
Grade 10,English,"Public speaking modes: Impromptu speaking, extemporaneous speaking, memorized oration, and manuscript delivery",,,,
Grade 10,English,"Delivering specialized speeches: Persuasive speeches, argumentative speeches, speeches of tribute, and advocacy addresses",,,,
Grade 10,English,"Rhetorical appeals in oral communication: Ethos (ethical credibility), Pathos (emotional resonance), and Logos (logical validity)",,,,
Grade 10,English,"Critical listening: Evaluating argument validity, detecting speaker bias, identifying fallacies, and synthesizing spoken discourse",,,,
Grade 10,English,"Collaborative oral discourse: Parliamentary and Oxford-Oregon debate formats, panel symposiums, and Socratic seminars",,,,
Grade 10,English,"The formal research writing process: Topic selection, formulation of research questions, and working thesis construction",,,,
Grade 10,English,"Review of Related Literature (RRL): Locating, synthesizing, and integrating peer-reviewed print and digital academic sources",,,,
Grade 10,English,"Evaluating credibility of sources: Applying the CRAAP test, verifying methodology, and vetting peer-reviewed literature",,,,
Grade 10,English,Academic integrity and citation styles: In-text citation protocols and reference list compilation using APA and MLA standards,,,,
Grade 10,English,"Avoiding plagiarism: Advanced techniques in paraphrasing, summarizing, synthesizing, and direct quoting with attribution",,,,
Grade 10,English,"Writing argumentative and persuasive essays: Constructing evidence-based claims, supporting warrants, addressing counterarguments, and delivering rebuttals",,,,
Grade 10,English,Writing critical analysis and evaluative essays using specific literary theories,,,,
Grade 10,English,"Writing expository and informative papers: Problem-solution papers, technical process papers, and analytical reports",,,,
Grade 10,English,Constructing two-level and three-level topic and sentence outlines,,,,
Grade 10,English,"Revision and proofreading protocols: Editing for cohesion, coherence, syntactic elegance, conciseness, and standard academic conventions",,,,
Grade 10,Filipino,"Mitolohiya mula sa Rome, Italy (hal. Cupid at Psyche)",,,,
Grade 10,Filipino,"Mga Katangian, Elemento, at Tauhan ng Mitolohiyang Griyego at Romano",,,,
Grade 10,Filipino,"Wastong Gamit ng Pandiwa bilang Aksiyon, Karanasan, at Pangyayari",,,,
Grade 10,Filipino,Sanaysay mula sa Greece (hal. Ang Alegorya ng Yungib ni Plato),,,,
Grade 10,Filipino,"Angkop na mga Pahayag sa Pagbibigay ng Sariling Pananaw, Opinyon, at Paninindigan",,,,
Grade 10,Filipino,Nobela mula sa France (hal. Ang Kuba ng Notre Dame ni Victor Hugo),,,,
Grade 10,Filipino,Mga Pahayag na Ginagamit sa Pagsunod-sunod ng mga Pangyayari at Paglalarawan,,,,
Grade 10,Filipino,Maikling Kuwento mula sa France (hal. Ang Kuwintas ni Guy de Maupassant),,,,
Grade 10,Filipino,Mga Salitang Nagpapahayag ng Paghahambing at Iba't Ibang Antas Nito,,,,
Grade 10,Filipino,Tula mula sa England / Italy (hal. Ang Aking Pag-ibig / Sonnet 43 ni Elizabeth Barrett Browning),,,,
Grade 10,Filipino,"Mga Elemento ng Tula: Sukat, Tugma, Talinghaga, Kariktan, Persona, at Uri ng Tula (Soneto, Oda, Elehiya)",,,,
Grade 10,Filipino,"Mga Matatalinghagang Pananalita, Simbolismo, at Paggamit ng Tayutay sa Tula",,,,
Grade 10,Filipino,Epiko mula sa Mesopotamia / Iraq (hal. Ang Epiko ni Gilgamesh),,,,
Grade 10,Filipino,"Mga Pananda sa Mabisang Paglalahad ng mga Pahayag (Pang-ugnay, Pandiskurso, at Retorikal na Pag-ugnay)",,,,
